category#meals#tags#home cooked#ready meals#baby food#other meals
category#meat#tags#minced meat#sausage#chicken#other meat
category#seafood#tags#salmon#cod#shrimps#other fish & seafood
category#dairy & eggs#tags#milk#cheese#eggs#other dairy & eggs
category#vegetarian#tags#soy products#quorn#vegetarian meals#other vegetarian
category#fruit#tags#apple#pear#banana#other fruit
category#vegetable#tags#cucumber#potato#salad#other vegetable
category#bakery#tags#bread#cake#cookies#other bakery
category#frozen#tags#meat balls#fish fingers#frozen vegetables#other frozen
category#food cupboard#tags#rice#canned food#pasta#other food cupboard
category#drinks#tags#juice#soda#water#other drinks
category#candy#tags#chocolate#candy#liqourice#other candy
category#snacks#tags#chips#cheese doodles#nuts#other snacks
category#ice cream#tags#ice cream tubs#ice cream cones#ice pops#other ice cream
category#household#tags#toilet paper#soap#tooth paste#other household
